,Tweet,label
2152,"cousin who told the story that his nephew was educated in elementary school, entered kindergarten, husband moved to Surabaya, Palu, the office, since conditions were rich, online teaching was difficult to signal",1
2153,"teach at home, teach mathematics, interest in class xi, mipa, online mode, learn from home, prevent COVID-19, against corona, bantaeng, south sulawesi, indonesia",1
2154,infotapisberseri mayor of bandarlampung city government long process of active teaching and learning kbm online home wfh asn hermanhn bandarlampungcekalcorona kbm wfh,1
2155,"knowledge that teaches online semester, good message, good greeting, ma'am, thank you",1
2156,"teach the house the results of the work online how sad it is that those who buy gadgets don't fill the child's quota, just fly corona so that the poor smile is cheerful",-1
2157,"online, I'm lazy to teach online, I'm tired of work",-1
2158,"The wise sultan campus is not pro students, students demand to pay for students, what facilities are online, what are the extravagant packages, what are the subsidies for the packages, don't attack untirtalakaatine, suffer",1
2159,Reflection on online teaching Sunday The evaluation of students' teaching at school will definitely use an online test before evaluating my permit. Reflecting on LDR is active in teaching schools,1
2160,guys i forgot to teach teach forget jiaahh boong i'm confused teach me while online watch brainly,-1
2161,"tvri station broadcasts home teaching programs broadcast high school students, let's enjoy online concerts, jazz classical music is fun learning from home",1
2162,"Oh yeah, after finishing school, I'm really bored of teaching children using the online system",-1
2163,binoculars challenge online teaching solutions for shame countries,-1
2164,"Friends who teach online belong to benefits, sometimes they get bored, the house belongs to relax",1
2165,"Those who say that they are slowing down are true, there is no teaching activity on campus, which means that they don't have to spend money, they have to allocate online lectures directly because no students have installed wifi streaming video. . . . . . . . . . . . . . . . . . . . . . . . . . . .",-1
2166,"while entering the online class, my brother teaches muhadazah, a good brother",1
2167,"you know you need creative ideas for online viewing, please watch the video, thank you, Mosonline online, pls online, Mos, lectures, online learning, coronavirus, covid newnormal",1
2168,active online self-teaching early childhood insanbudiluhur bal tk a fire air water theme,1
2169,"humans take risks, humans teach the house, covid spreads, one of the online transportation drivers in logistics between food items",-1
2170,"City of Scientia-Regency Government of Twenty Cities Department of Culture Education, Education and Culture, officially active in teaching online media houses until May, according to the regent's instructions number dpk lk iv",1
2171,"ok, siip, it's okay to win, teach me a portrait of my sister's love online",1
2172,how to be able to design thinking for social change certificate of joining online class teaching academy teaching worship indonesia creative cities network iccn design,1
2173,"I've never been bored in semesters when my cell phone class is turned off, except for a few mkdu, because I'm so lazy online teaching assignments are bad",-1
2174,retno savitri s pd m at the head of smk bhina Karya Karanganyar prevent covid students of SMA Bhina ​​Karya Karanganyar teaching online,1
2175,"students order online teaching, lecturers still go to work meh",-1
2176,cm asking kk who is in the organization agrees that the rich if you teach via online so what do you want to do online,1
